movieId,title,genres,year
80,"White Balloon, The (Badkonake sefid)",Children|Drama,1995.0
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995.0
82,Antonia's Line (Antonia),Comedy|Drama,1995.0
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995.0
84,Last Summer in the Hamptons,Comedy|Drama,1995.0
85,Angels and Insects,Drama|Romance,1995.0
86,White Squall,Action|Adventure|Drama,1996.0
87,Dunston Checks In,Children|Comedy,1996.0
88,Black Sheep,Comedy,1996.0
89,Nick of Time,Action|Thriller,1995.0
90,"Journey of August King, The",Drama,1995.0
92,Mary Reilly,Drama|Horror|Thriller,1996.0
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995.0
94,Beautiful Girls,Comedy|Drama|Romance,1996.0
95,Broken Arrow,Action|Adventure|Thriller,1996.0
96,In the Bleak Midwinter,Comedy|Drama,1995.0
97,"Hate (Haine, La)",Crime|Drama,1995.0
100,City Hall,Drama|Thriller,1996.0
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0
102,Mr. Wrong,Comedy,1996.0
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996.0
104,Happy Gilmore,Comedy,1996.0
105,"Bridges of Madison County, The",Drama|Romance,1995.0
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0
108,Catwalk,Documentary,1996.0
110,Braveheart,Action|Drama|War,1995.0
111,Taxi Driver,Crime|Drama|Thriller,1976.0
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0
113,Before and After,Drama|Mystery,1996.0
114,Margaret's Museum,Drama,1995.0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,1995.0
116,Anne Frank Remembered,Documentary,1995.0
117,"Young Poisoner's Handbook, The",Crime|Drama,1995.0
118,If Lucy Fell,Comedy|Romance,1996.0
121,"Boys of St. Vincent, The",Drama,1992.0
122,Boomerang,Comedy|Romance,1992.0
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995.0
125,Flirting With Disaster,Comedy,1996.0
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994.0
129,Pie in the Sky,Comedy|Romance,1996.0
131,Frankie Starlight,Drama|Romance,1995.0
132,Jade,Thriller,1995.0
135,Down Periscope,Comedy,1996.0
137,Man of the Year,Documentary,1995.0
138,"Neon Bible, The",Drama,1995.0
140,Up Close and Personal,Drama|Romance,1996.0
141,"Birdcage, The",Comedy,1996.0
144,"Brothers McMullen, The",Comedy,1995.0
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0
146,"Amazing Panda Adventure, The",Adventure|Children,1995.0
147,"Basketball Diaries, The",Drama,1995.0
149,Amateur,Crime|Drama|Thriller,1994.0
150,Apollo 13,Adventure|Drama|IMAX,1995.0
151,Rob Roy,Action|Drama|Romance|War,1995.0
152,"Addiction, The",Drama|Horror,1995.0
153,Batman Forever,Action|Adventure|Comedy|Crime,1995.0
154,Beauty of the Day (Belle de jour),Drama,1967.0
155,Beyond Rangoon,Adventure|Drama|War,1995.0
156,Blue in the Face,Comedy|Drama,1995.0
157,Canadian Bacon,Comedy|War,1995.0
158,Casper,Adventure|Children,1995.0
159,Clockers,Crime|Drama|Mystery,1995.0
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995.0
161,Crimson Tide,Drama|Thriller|War,1995.0
162,Crumb,Documentary,1994.0
163,Desperado,Action|Romance|Western,1995.0
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995.0
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995.0
166,"Doom Generation, The",Comedy|Crime|Drama,1995.0
168,First Knight,Action|Drama|Romance,1995.0
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995.0
170,Hackers,Action|Adventure|Crime|Thriller,1995.0
171,Jeffrey,Comedy|Drama,1995.0
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995.0
173,Judge Dredd,Action|Crime|Sci-Fi,1995.0
174,Jury Duty,Comedy,1995.0
175,Kids,Drama,1995.0
176,Living in Oblivion,Comedy,1995.0
177,Lord of Illusions,Horror,1995.0
178,Love & Human Remains,Comedy|Drama,1993.0
179,Mad Love,Drama|Romance,1995.0
180,Mallrats,Comedy|Romance,1995.0
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995.0
182,Moonlight and Valentino,Drama|Romance,1995.0
183,Mute Witness,Comedy|Horror|Thriller,1994.0
184,Nadja,Drama,1994.0
185,"Net, The",Action|Crime|Thriller,1995.0
186,Nine Months,Comedy|Romance,1995.0
187,Party Girl,Comedy,1995.0
188,"Prophecy, The",Fantasy|Horror|Mystery,1995.0
190,Safe,Thriller,1995.0
191,"Scarlet Letter, The",Drama|Romance,1995.0
193,Showgirls,Drama,1995.0
194,Smoke,Comedy|Drama,1995.0
195,Something to Talk About,Comedy|Drama|Romance,1995.0
196,Species,Horror|Sci-Fi,1995.0
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964.0
200,"Tie That Binds, The",Thriller,1995.0
201,Three Wishes,Drama|Fantasy,1995.0
202,Total Eclipse,Drama|Romance,1995.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0
204,Under Siege 2: Dark Territory,Action,1995.0
205,Unstrung Heroes,Comedy|Drama,1995.0
206,Unzipped,Documentary,1995.0
207,"Walk in the Clouds, A",Drama|Romance,1995.0
208,Waterworld,Action|Adventure|Sci-Fi,1995.0
209,White Man's Burden,Drama,1995.0
210,Wild Bill,Western,1995.0
211,"Browning Version, The",Drama,1994.0
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995.0
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994.0
214,Before the Rain (Pred dozhdot),Drama|War,1994.0
215,Before Sunrise,Drama|Romance,1995.0
216,Billy Madison,Comedy,1995.0
217,"Babysitter, The",Drama|Thriller,1995.0
218,Boys on the Side,Comedy|Drama,1995.0
219,"Cure, The",Drama,1995.0
220,Castle Freak,Horror,1995.0
222,Circle of Friends,Drama|Romance,1995.0
223,Clerks,Comedy,1994.0
224,Don Juan DeMarco,Comedy|Drama|Romance,1995.0
225,Disclosure,Drama|Thriller,1994.0
226,Dream Man,Thriller,1995.0
227,Drop Zone,Action|Thriller,1994.0
228,Destiny Turns on the Radio,Comedy,1995.0
229,Death and the Maiden,Drama|Thriller,1994.0
230,Dolores Claiborne,Drama|Thriller,1995.0
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994.0
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994.0
233,Exotica,Drama,1994.0
234,Exit to Eden,Comedy,1994.0
235,Ed Wood,Comedy|Drama,1994.0
236,French Kiss,Action|Comedy|Romance,1995.0
237,Forget Paris,Comedy|Romance,1995.0
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995.0
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995.0
240,Hideaway,Thriller,1995.0
241,Fluke,Children|Drama,1995.0
242,Farinelli: il castrato,Drama|Musical,1994.0
243,Gordy,Children|Comedy|Fantasy,1995.0
245,The Glass Shield,Crime|Drama,1994.0
246,Hoop Dreams,Documentary,1994.0
247,Heavenly Creatures,Crime|Drama,1994.0
248,Houseguest,Comedy,1994.0
249,Immortal Beloved,Drama|Romance,1994.0
250,Heavyweights (Heavy Weights),Children|Comedy,1995.0
251,"Hunted, The",Action,1995.0
252,I.Q.,Comedy|Romance,1994.0
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994.0
254,Jefferson in Paris,Drama,1995.0
255,"Jerky Boys, The",Comedy,1995.0
256,Junior,Comedy|Sci-Fi,1994.0
257,Just Cause,Mystery|Thriller,1995.0
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995.0
259,Kiss of Death,Crime|Drama|Thriller,1995.0
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
261,Little Women,Drama,1994.0
262,"Little Princess, A",Children|Drama,1995.0
263,Ladybird Ladybird,Drama,1994.0
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992.0
266,Legends of the Fall,Drama|Romance|War|Western,1994.0
267,Major Payne,Comedy,1995.0
268,Little Odessa,Crime|Drama,1994.0
269,My Crazy Life (Mi vida loca),Drama,1993.0
270,Love Affair,Drama|Romance,1994.0
271,Losing Isaiah,Drama,1995.0
272,"Madness of King George, The",Comedy|Drama,1994.0
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994.0
274,Man of the House,Comedy,1995.0
275,Mixed Nuts,Comedy,1994.0
276,Milk Money,Comedy|Romance,1994.0
277,Miracle on 34th Street,Drama,1994.0
278,Miami Rhapsody,Comedy,1995.0
279,My Family,Drama,1995.0
280,Murder in the First,Drama|Thriller,1995.0
281,Nobody's Fool,Comedy|Drama|Romance,1994.0
282,Nell,Drama,1994.0
283,New Jersey Drive,Crime|Drama,1995.0
288,Natural Born Killers,Action|Crime|Thriller,1994.0
289,Only You,Comedy|Romance,1994.0
290,Once Were Warriors,Crime|Drama,1994.0
291,Poison Ivy II,Drama|Thriller,1996.0
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995.0
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994.0
294,"Perez Family, The",Comedy|Romance,1995.0
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
298,Pushing Hands (Tui shou),Drama,1992.0
299,Priest,Drama,1994.0
300,Quiz Show,Drama,1994.0
301,Picture Bride (Bijo photo),Drama|Romance,1994.0
302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994.0
303,"Quick and the Dead, The",Action|Thriller|Western,1995.0
304,Roommates,Comedy|Drama,1995.0
305,Ready to Wear (Pret-A-Porter),Comedy,1994.0
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994.0
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993.0
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994.0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994.0
312,Stuart Saves His Family,Comedy,1995.0
313,"Swan Princess, The",Animation|Children,1994.0
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994.0
315,"Specialist, The",Action|Drama|Thriller,1994.0
316,Stargate,Action|Adventure|Sci-Fi,1994.0
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994.0
318,"Shawshank Redemption, The",Crime|Drama,1994.0
319,Shallow Grave,Comedy|Drama|Thriller,1994.0
320,Suture,Film-Noir|Thriller,1993.0
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993.0
322,Swimming with Sharks,Comedy|Drama,1995.0
324,"Sum of Us, The",Comedy|Drama,1994.0
325,National Lampoon's Senior Trip,Comedy,1995.0
326,To Live (Huozhe),Drama,1994.0
327,Tank Girl,Action|Comedy|Sci-Fi,1995.0
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995.0
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994.0
330,Tales from the Hood,Action|Crime|Horror,1995.0
331,Tom & Viv,Drama,1994.0
332,Village of the Damned,Horror|Sci-Fi,1995.0
333,Tommy Boy,Comedy,1995.0
334,Vanya on 42nd Street,Drama,1994.0
335,Underneath,Mystery|Thriller,1995.0
336,"Walking Dead, The",Drama|War,1995.0
337,What's Eating Gilbert Grape,Drama,1993.0
338,Virtuosity,Action|Sci-Fi|Thriller,1995.0
339,While You Were Sleeping,Comedy|Romance,1995.0
340,"War, The",Adventure|Drama|War,1994.0
341,Double Happiness,Drama,1994.0
342,Muriel's Wedding,Comedy,1994.0
343,"Baby-Sitters Club, The",Children,1995.0
344,Ace Ventura: Pet Detective,Comedy,1994.0
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994.0
346,Backbeat,Drama|Musical,1993.0
347,Bitter Moon,Drama|Film-Noir|Romance,1992.0
348,Bullets Over Broadway,Comedy,1994.0
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994.0
350,"Client, The",Drama|Mystery|Thriller,1994.0
351,"Corrina, Corrina",Comedy|Drama|Romance,1994.0
352,Crooklyn,Comedy|Drama,1994.0
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994.0
354,Cobb,Drama,1994.0
355,"Flintstones, The",Children|Comedy|Fantasy,1994.0
356,Forrest Gump,Comedy|Drama|Romance|War,1994.0
357,Four Weddings and a Funeral,Comedy|Romance,1994.0
358,Higher Learning,Drama,1995.0
360,I Love Trouble,Action|Comedy,1994.0
361,It Could Happen to You,Comedy|Drama|Romance,1994.0
362,"Jungle Book, The",Adventure|Children|Romance,1994.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993.0
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0
365,Little Buddha,Drama,1993.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994.0
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994.0
368,Maverick,Adventure|Comedy|Western,1994.0
369,Mrs. Parker and the Vicious Circle,Drama,1994.0
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994.0
371,"Paper, The",Comedy|Drama,1994.0
372,Reality Bites,Comedy|Drama|Romance,1994.0
373,Red Rock West,Thriller,1992.0
374,Richie Rich,Children|Comedy,1994.0
375,Safe Passage,Drama,1994.0
376,"River Wild, The",Action|Thriller,1994.0
377,Speed,Action|Romance|Thriller,1994.0
378,Speechless,Comedy|Romance,1994.0
379,Timecop,Action|Sci-Fi|Thriller,1994.0
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994.0
381,When a Man Loves a Woman,Drama|Romance,1994.0
382,Wolf,Drama|Horror|Romance|Thriller,1994.0
383,Wyatt Earp,Western,1994.0
384,Bad Company,Action|Crime|Drama,1995.0
385,"Man of No Importance, A",Drama,1994.0
386,S.F.W.,Drama,1994.0
387,"Low Down Dirty Shame, A",Action|Comedy,1994.0
388,Boys Life,Drama,1995.0
389,"Colonel Chabert, Le",Drama|Romance|War,1994.0
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965.0
391,Jason's Lyric,Crime|Drama,1994.0
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1993.0
393,Street Fighter,Action|Adventure|Fantasy,1994.0
396,Fall Time,Drama,1995.0
404,Brother Minister: The Assassination of Malcolm X,Documentary,1994.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994.0
407,In the Mouth of Madness,Horror|Thriller,1995.0
408,8 Seconds,Drama,1994.0
409,Above the Rim,Crime|Drama,1994.0
410,Addams Family Values,Children|Comedy|Fantasy,1993.0
412,"Age of Innocence, The",Drama,1993.0
413,Airheads,Comedy,1994.0
414,"Air Up There, The",Comedy,1994.0
415,Another Stakeout,Comedy|Thriller,1993.0
416,Bad Girls,Western,1994.0
417,Barcelona,Comedy|Romance,1994.0
418,Being Human,Drama,1993.0
419,"Beverly Hillbillies, The",Comedy,1993.0
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994.0
421,Black Beauty,Adventure|Children|Drama,1994.0
422,Blink,Thriller,1994.0
423,Blown Away,Action|Thriller,1994.0
424,Blue Chips,Drama,1994.0
425,Blue Sky,Drama|Romance,1994.0
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993.0
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993.0
428,"Bronx Tale, A",Drama,1993.0
429,Cabin Boy,Comedy,1994.0
430,Calendar Girl,Comedy|Drama,1993.0
431,Carlito's Way,Crime|Drama,1993.0
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994.0
433,Clean Slate,Comedy,1994.0
434,Cliffhanger,Action|Adventure|Thriller,1993.0
435,Coneheads,Comedy|Sci-Fi,1993.0
436,Color of Night,Drama|Thriller,1994.0
437,Cops and Robbersons,Comedy,1994.0
438,"Cowboy Way, The",Action|Comedy|Drama,1994.0
439,Dangerous Game,Drama,1993.0
440,Dave,Comedy|Romance,1993.0
441,Dazed and Confused,Comedy,1993.0
442,Demolition Man,Action|Adventure|Sci-Fi,1993.0
443,"Endless Summer 2, The",Adventure|Documentary,1994.0
444,Even Cowgirls Get the Blues,Comedy|Romance,1993.0
445,Fatal Instinct,Comedy,1993.0
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993.0
447,"Favor, The",Comedy|Romance,1994.0
448,Fearless,Drama,1993.0
449,Fear of a Black Hat,Comedy,1994.0
450,With Honors,Comedy|Drama,1994.0
451,Flesh and Bone,Drama|Mystery|Romance,1993.0
452,Widows' Peak,Drama,1994.0
453,For Love or Money,Comedy|Romance,1993.0
454,"Firm, The",Drama|Thriller,1993.0
455,Free Willy,Adventure|Children|Drama,1993.0
456,Fresh,Crime|Drama|Thriller,1994.0
457,"Fugitive, The",Thriller,1993.0
458,Geronimo: An American Legend,Drama|Western,1993.0
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994.0
460,Getting Even with Dad,Comedy,1994.0
461,Go Fish,Drama|Romance,1994.0
463,Guilty as Sin,Crime|Drama|Thriller,1993.0
464,Hard Target,Action|Adventure|Crime|Thriller,1993.0
465,Heaven & Earth,Action|Drama|War,1993.0
466,Hot Shots! Part Deux,Action|Comedy|War,1993.0
467,Live Nude Girls,Comedy,1995.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995.0
469,"House of the Spirits, The",Drama|Romance,1993.0
470,House Party 3,Comedy,1994.0
471,"Hudsucker Proxy, The",Comedy,1994.0
472,I'll Do Anything,Comedy|Drama,1994.0
473,In the Army Now,Comedy|War,1994.0
474,In the Line of Fire,Action|Thriller,1993.0
475,In the Name of the Father,Drama,1993.0
476,"Inkwell, The",Comedy|Drama,1994.0
477,What's Love Got to Do with It?,Drama|Musical,1993.0
479,Judgment Night,Action|Crime|Thriller,1993.0
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993.0
481,Kalifornia,Drama|Thriller,1993.0
482,Killing Zoe,Crime|Drama|Thriller,1994.0
483,King of the Hill,Drama,1993.0
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993.0
486,Life with Mikey,Comedy,1993.0
487,Lightning Jack,Comedy|Western,1994.0
488,M. Butterfly,Drama|Romance,1993.0
489,Made in America,Comedy,1993.0
490,Malice,Thriller,1993.0
491,"Man Without a Face, The",Drama,1993.0
492,Manhattan Murder Mystery,Comedy|Mystery,1993.0
493,Menace II Society,Action|Crime|Drama,1993.0
494,Executive Decision,Action|Adventure|Thriller,1996.0
495,In the Realm of the Senses (Ai no corrida),Drama,1976.0
496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994.0
497,Much Ado About Nothing,Comedy|Romance,1993.0
498,Mr. Jones,Drama|Romance,1993.0
499,Mr. Wonderful,Comedy|Romance,1993.0
500,Mrs. Doubtfire,Comedy|Drama,1993.0
501,Naked,Drama,1993.0
502,"Next Karate Kid, The",Action|Children|Romance,1994.0
504,No Escape,Action|Drama|Sci-Fi,1994.0
505,North,Comedy,1994.0
506,Orlando,Drama|Fantasy|Romance,1992.0
507,"Perfect World, A",Crime|Drama|Thriller,1993.0
508,Philadelphia,Drama,1993.0
509,"Piano, The",Drama|Romance,1993.0
510,Poetic Justice,Drama,1993.0
511,"Program, The",Action|Drama,1993.0
512,"Puppet Masters, The",Horror|Sci-Fi,1994.0
513,Radioland Murders,Comedy|Mystery|Romance,1994.0
514,"Ref, The",Comedy,1994.0
515,"Remains of the Day, The",Drama|Romance,1993.0
516,Renaissance Man,Comedy|Drama,1994.0
517,Rising Sun,Action|Drama|Mystery,1993.0
518,"Road to Wellville, The",Comedy,1994.0
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993.0
520,Robin Hood: Men in Tights,Comedy,1993.0
521,Romeo Is Bleeding,Crime|Thriller,1993.0
522,Romper Stomper,Action|Drama,1992.0
523,Ruby in Paradise,Drama,1993.0
524,Rudy,Drama,1993.0
525,"Saint of Fort Washington, The",Drama,1993.0
526,"Savage Nights (Nuits fauves, Les)",Drama,1992.0
527,Schindler's List,Drama|War,1993.0
528,"Scout, The",Comedy|Drama,1994.0
529,Searching for Bobby Fischer,Drama,1993.0
531,"Secret Garden, The",Children|Drama,1993.0
532,Serial Mom,Comedy|Crime|Horror,1994.0
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,1994.0
534,Shadowlands,Drama|Romance,1993.0
535,Short Cuts,Drama,1993.0
536,"Simple Twist of Fate, A",Drama,1994.0
537,Sirens,Drama,1994.0
538,Six Degrees of Separation,Drama,1993.0
539,Sleepless in Seattle,Comedy|Drama|Romance,1993.0
540,Sliver,Thriller,1993.0
541,Blade Runner,Action|Sci-Fi|Thriller,1982.0
542,Son in Law,Comedy|Drama|Romance,1993.0
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993.0
544,Striking Distance,Action|Crime,1993.0
545,Harem,Drama,1985.0
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993.0
547,Surviving the Game,Action|Adventure|Thriller,1994.0
548,Terminal Velocity,Action|Mystery|Thriller,1994.0
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,1993.0
550,Threesome,Comedy|Romance,1994.0
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,1993.0
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1993.0
553,Tombstone,Action|Drama|Western,1993.0
554,Trial by Jury,Crime|Drama|Thriller,1994.0
555,True Romance,Crime|Thriller,1993.0
556,"War Room, The",Documentary,1993.0
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,1994.0
560,"Beans of Egypt, Maine, The",Drama,1994.0
562,Welcome to the Dollhouse,Comedy|Drama,1995.0
563,Germinal,Drama|Romance,1993.0
565,Cronos,Drama|Horror,1993.0
566,Naked in New York,Comedy|Romance,1994.0
567,Kika,Comedy|Drama,1993.0
568,Bhaji on the Beach,Comedy|Drama,1993.0
569,Little Big League,Comedy|Drama,1994.0
570,"Slingshot, The (Kådisbellan)",Comedy|Drama,1993.0
571,"Wedding Gift, The",Drama|Romance,1994.0
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992.0
574,Spanking the Monkey,Comedy|Drama,1994.0
575,"Little Rascals, The",Children|Comedy,1994.0
577,Andre,Adventure|Children|Drama,1994.0
580,Princess Caraboo,Drama,1994.0
581,"Celluloid Closet, The",Documentary,1995.0
583,Dear Diary (Caro Diario),Comedy|Drama,1994.0
585,"Brady Bunch Movie, The",Comedy,1995.0
586,Home Alone,Children|Comedy,1990.0
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990.0
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992.0
589,Terminator 2: Judgment Day,Action|Sci-Fi,1991.0
590,Dances with Wolves,Adventure|Drama|Western,1990.0
592,Batman,Action|Crime|Thriller,1989.0
593,"Silence of the Lambs, The",Crime|Horror|Thriller,1991.0
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937.0
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991.0
596,Pinocchio,Animation|Children|Fantasy|Musical,1940.0
597,Pretty Woman,Comedy|Romance,1990.0
599,"Wild Bunch, The",Adventure|Western,1969.0
600,Love and a .45,Action|Comedy|Crime,1994.0
601,"Wooden Man's Bride, The (Yan shen)",Drama,1994.0
602,"Great Day in Harlem, A",Documentary,1994.0
